Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 0/ExMemory 0,1.528039241618593e-6,1.4565505576860915e-6,1.868746398080748e-6,4.441792459132398e-7,2.9509703816016863e-8,1.017675911359537e-6
AddInteger/ExMemory 0/ExMemory 0,1.4784932974050025e-6,1.4669125314535462e-6,1.4980087187540003e-6,4.7075528037563475e-8,3.126064177379185e-8,6.420234266897311e-8
AddInteger/ExMemory 0/ExMemory 0,1.478993339090872e-6,1.466254372131282e-6,1.4937768613179988e-6,4.760379720548636e-8,3.5413027455553516e-8,5.9472710833998585e-8
AddInteger/ExMemory 0/ExMemory 0,1.5268642858645757e-6,1.4735057598472466e-6,1.70998513239041e-6,3.1706707046918455e-7,5.7572879277928523e-8,6.66385493458508e-7
AddInteger/ExMemory 0/ExMemory 0,1.498645352153561e-6,1.4796454398951005e-6,1.5342631796851042e-6,8.268568422039572e-8,6.805477987816624e-8,1.068080585839936e-7
AddInteger/ExMemory 0/ExMemory 1,1.6000555656209901e-6,1.542034414734607e-6,1.8218895869980756e-6,3.667241400323252e-7,5.388487528996416e-8,7.756683770976091e-7
AddInteger/ExMemory 0/ExMemory 3,1.5579252355469435e-6,1.5362134769863438e-6,1.596271221462942e-6,9.832451634758773e-8,5.030737770720024e-8,1.4791495445536627e-7
AddInteger/ExMemory 0/ExMemory 6,1.5771669154455921e-6,1.5223061520044582e-6,1.7775120508891843e-6,3.3439478766136996e-7,2.893264167812847e-8,7.090169733185197e-7
AddInteger/ExMemory 0/ExMemory 13,1.5362634488612182e-6,1.5291043487553846e-6,1.5557139751548202e-6,3.785304453932678e-8,2.2367683580300353e-8,6.169525388729579e-8
AddInteger/ExMemory 0/ExMemory 27,1.5565317775763917e-6,1.5445749877869728e-6,1.5797806066747836e-6,5.877338446219881e-8,2.9647817048440285e-8,1.0588157599141335e-7
AddInteger/ExMemory 0/ExMemory 54,1.5960794035921412e-6,1.5697653345265407e-6,1.6363890628408687e-6,1.0484835289214496e-7,6.45166876304894e-8,1.5539514369239166e-7
AddInteger/ExMemory 0/ExMemory 108,1.6633481339090324e-6,1.639954008106195e-6,1.7079331934707233e-6,1.0302999795906731e-7,5.491900049838272e-8,1.8572226970468112e-7
AddInteger/ExMemory 0/ExMemory 216,1.7817822614646003e-6,1.736373508600735e-6,1.9666230139287643e-6,2.71917848414925e-7,7.964000551379151e-8,6.021948922362238e-7
AddInteger/ExMemory 0/ExMemory 432,2.142960800354122e-6,2.0440128151593754e-6,2.474619634871768e-6,5.481085359598056e-7,2.2801240018674844e-7,1.0684673429708373e-6
AddInteger/ExMemory 0/ExMemory 865,2.2488696022240294e-6,2.1838550946533274e-6,2.464360348451019e-6,3.80202808163964e-7,5.714516540486247e-8,7.875205012703712e-7
AddInteger/ExMemory 0/ExMemory 1731,3.0380372673143756e-6,2.9578995794954587e-6,3.341758023104281e-6,4.730504175568354e-7,9.769029877799128e-8,9.77821878479341e-7
AddInteger/ExMemory 0/ExMemory 0,1.4688171289639331e-6,1.4575364743147036e-6,1.4871495342077867e-6,4.7344874419611285e-8,3.0365797794028e-8,6.630525230100889e-8
AddInteger/ExMemory 0/ExMemory 0,1.4660513999483502e-6,1.4556066807235842e-6,1.4824687375210752e-6,4.517666677885096e-8,2.794386860025473e-8,7.939591954483935e-8
AddInteger/ExMemory 0/ExMemory 0,1.4625196393504645e-6,1.4543155944318104e-6,1.4805909133654297e-6,3.640327326806485e-8,2.5603611406915608e-8,5.337950059899122e-8
AddInteger/ExMemory 0/ExMemory 0,1.529493031379929e-6,1.4752863569923115e-6,1.7294420328060856e-6,3.512360176144514e-7,6.801480320801344e-8,7.375868135722523e-7
AddInteger/ExMemory 0/ExMemory 0,1.5454027055347802e-6,1.478731511022061e-6,1.8377350786431388e-6,4.1159705353998844e-7,7.128426589484933e-8,9.355922044966079e-7
AddInteger/ExMemory 0/ExMemory 1,1.5554539694913363e-6,1.538629227069536e-6,1.5851740171210037e-6,6.824043937964412e-8,4.8575697098933214e-8,9.653615566119456e-8
AddInteger/ExMemory 0/ExMemory 3,1.5742939645530505e-6,1.5183907747084521e-6,1.7819710535481717e-6,3.4574260714209285e-7,2.5897303494219635e-8,7.344012646411282e-7
AddInteger/ExMemory 0/ExMemory 6,1.6628351735098916e-6,1.5828953526732485e-6,1.9630051510427407e-6,4.694128589478146e-7,1.1380419867797905e-7,9.662236597948503e-7
AddInteger/ExMemory 0/ExMemory 13,1.6292666354251148e-6,1.5495944502750699e-6,1.8325121875618824e-6,4.29213554800316e-7,4.339361913143989e-8,7.915394988518874e-7
AddInteger/ExMemory 0/ExMemory 27,1.545483604192764e-6,1.537395467285741e-6,1.5604202763178711e-6,3.610283348899348e-8,2.8077335880031112e-8,4.818034427315623e-8
AddInteger/ExMemory 0/ExMemory 54,1.6798699647564988e-6,1.6078517074951468e-6,1.914188783804647e-6,3.5561568840574935e-7,1.3562915563262155e-7,7.605278125265137e-7
AddInteger/ExMemory 0/ExMemory 108,1.6927249689552792e-6,1.657543090892905e-6,1.7569641359937176e-6,1.4128515337193853e-7,1.0420031454374779e-7,1.8059983945603374e-7
AddInteger/ExMemory 0/ExMemory 216,1.8452727579483424e-6,1.7760071546449543e-6,2.0481878446432615e-6,3.7402278118607745e-7,1.1435159633173143e-7,7.593163632430343e-7
AddInteger/ExMemory 0/ExMemory 432,1.926872420912671e-6,1.911768515892038e-6,1.954075671159489e-6,6.869997121691206e-8,4.380295547284445e-8,1.0945322314010365e-7
AddInteger/ExMemory 0/ExMemory 865,2.2735969533500215e-6,2.233921611174609e-6,2.3418705761277994e-6,1.6688008635439918e-7,1.1761620727333299e-7,2.1640875207617949e-7
AddInteger/ExMemory 0/ExMemory 1731,3.0403479978304627e-6,2.988174597795505e-6,3.1281882542871746e-6,2.2078678215908036e-7,1.4484081176480105e-7,3.295034102878645e-7
AddInteger/ExMemory 0/ExMemory 0,1.4578284793103917e-6,1.4517214686696833e-6,1.4694247170427807e-6,2.5539729802000443e-8,1.8343416290785026e-8,4.19218482828409e-8
AddInteger/ExMemory 0/ExMemory 0,1.504808652623412e-6,1.4779609469192443e-6,1.5448670265365838e-6,1.1168507123978754e-7,8.227122730618986e-8,1.4401270265061219e-7
AddInteger/ExMemory 0/ExMemory 0,1.5089267849538216e-6,1.4610547595225232e-6,1.7212899204597733e-6,2.9758825201309e-7,3.1032230895560335e-8,6.844357612036155e-7
AddInteger/ExMemory 0/ExMemory 0,1.4720040741851508e-6,1.4557970829922816e-6,1.53243273105487e-6,7.99764693332036e-8,2.9768244377913435e-8,1.7714070199568039e-7
AddInteger/ExMemory 0/ExMemory 0,1.5578421557124022e-6,1.4765926661598e-6,1.8583625645908245e-6,4.849835674328974e-7,6.188725510682073e-8,1.020284246613135e-6
AddInteger/ExMemory 0/ExMemory 1,1.561344120858402e-6,1.5397217576505589e-6,1.5917927788055876e-6,8.739536042930707e-8,5.28257901078569e-8,1.2644505977097155e-7
AddInteger/ExMemory 0/ExMemory 3,1.5222782657960236e-6,1.5125048627357273e-6,1.536014509381711e-6,4.161534519730795e-8,2.7215470420975858e-8,6.268171278744114e-8
AddInteger/ExMemory 0/ExMemory 6,1.5462018286803826e-6,1.5317750341375613e-6,1.5665208326298075e-6,5.474366495123468e-8,3.560848354645741e-8,7.643309300565098e-8
AddInteger/ExMemory 0/ExMemory 13,1.5521064857702859e-6,1.5372943522025482e-6,1.6106439376697885e-6,7.832834665371628e-8,3.879043774860993e-8,1.5764994306599812e-7
AddInteger/ExMemory 0/ExMemory 27,1.5791675585845456e-6,1.5540458844436027e-6,1.6269995994205364e-6,1.2016046724812e-7,7.144757709157623e-8,1.7934715478009527e-7
AddInteger/ExMemory 0/ExMemory 54,1.6097753336715618e-6,1.5653349440038131e-6,1.7681976454668544e-6,2.7277431891441036e-7,4.335534277296169e-8,5.74314701294707e-7
AddInteger/ExMemory 0/ExMemory 108,1.6581547728673707e-6,1.6361788982768616e-6,1.6931787143278386e-6,9.649610850080814e-8,4.882302903546156e-8,1.4578773808173774e-7
AddInteger/ExMemory 0/ExMemory 216,1.7624199390428885e-6,1.7345688492150524e-6,1.8458047832448972e-6,1.3995461550106228e-7,4.94076385297172e-8,2.762807932211033e-7
AddInteger/ExMemory 0/ExMemory 432,1.996817475467524e-6,1.9285738740217255e-6,2.254225198850586e-6,4.083546703708501e-7,7.293079786493894e-8,8.530832674542162e-7
AddInteger/ExMemory 0/ExMemory 865,2.344788345818162e-6,2.2441436529618726e-6,2.674095567646636e-6,5.839115758446403e-7,1.6697957359249734e-7,1.198654714929214e-6
AddInteger/ExMemory 0/ExMemory 1731,3.0796111326198175e-6,2.98234117502016e-6,3.4158497484211397e-6,5.270672582283693e-7,1.4325516034096236e-7,1.1703193748879379e-6
AddInteger/ExMemory 0/ExMemory 0,1.471496068402093e-6,1.4562332963108958e-6,1.498259902900926e-6,6.565369705387509e-8,3.422551169874744e-8,1.1034692558237427e-7
AddInteger/ExMemory 0/ExMemory 0,1.4747788045577977e-6,1.458085215027015e-6,1.5087987108006022e-6,7.561186093367649e-8,3.983324936396449e-8,1.2183304073438327e-7
AddInteger/ExMemory 0/ExMemory 0,1.4801314855320671e-6,1.4575371234177066e-6,1.5362598791867268e-6,1.0755150409342172e-7,4.149713928301163e-8,2.211618679918971e-7
AddInteger/ExMemory 0/ExMemory 0,1.4802841851755405e-6,1.4646757054199894e-6,1.5286177684688327e-6,8.448271903194015e-8,4.1369446029048665e-8,1.3742280463254594e-7
AddInteger/ExMemory 0/ExMemory 0,1.5049292958198161e-6,1.4642973405954663e-6,1.7119948755882568e-6,2.3535528977976863e-7,3.644028908844847e-8,5.679780831692099e-7
AddInteger/ExMemory 0/ExMemory 1,1.5763460374650013e-6,1.5355914675424124e-6,1.7648891778277924e-6,2.459272091736623e-7,4.4223269044553094e-8,5.542395709971417e-7
AddInteger/ExMemory 0/ExMemory 3,1.5676279234705988e-6,1.5249621832223247e-6,1.7168282712865997e-6,2.4717116695973915e-7,4.339791203265254e-8,5.158726221351669e-7
AddInteger/ExMemory 0/ExMemory 6,1.5647663907118409e-6,1.5414707304710425e-6,1.6004215587040165e-6,1.0323817201349755e-7,6.879551475503401e-8,1.3970554522533293e-7
AddInteger/ExMemory 0/ExMemory 13,1.6181569800133338e-6,1.5389220188369842e-6,1.914330034461127e-6,4.828211054985417e-7,3.800356927722544e-8,1.0229902655444526e-6
AddInteger/ExMemory 0/ExMemory 27,1.5428990947453697e-6,1.5309085018453176e-6,1.564967278645683e-6,5.1699149669917765e-8,3.132906835803456e-8,7.60722611493009e-8
AddInteger/ExMemory 0/ExMemory 54,1.584113292682167e-6,1.5678492691410646e-6,1.6184576309826074e-6,7.842196268234767e-8,4.132010477650846e-8,1.3489005713774016e-7
AddInteger/ExMemory 0/ExMemory 108,1.6357128744772738e-6,1.621689263817245e-6,1.6611826847942962e-6,6.461341970695415e-8,3.224551673198292e-8,1.2063664803211945e-7
AddInteger/ExMemory 0/ExMemory 216,1.7468085957611994e-6,1.735020044134401e-6,1.7698193608492766e-6,5.396697658621036e-8,3.5127274711374786e-8,8.566628180899e-8
AddInteger/ExMemory 0/ExMemory 432,1.9884740021058457e-6,1.9489387706166035e-6,2.0551704621882883e-6,1.713951283527889e-7,1.1905003798335692e-7,2.496254826965625e-7
AddInteger/ExMemory 0/ExMemory 865,2.257688617561193e-6,2.177804511935399e-6,2.5458500385171376e-6,4.77075545033111e-7,7.960117450463848e-8,9.984114975675093e-7
AddInteger/ExMemory 0/ExMemory 1731,2.9432897762215487e-6,2.919181910541202e-6,2.9872055631756004e-6,1.1222408090829208e-7,7.556852382626116e-8,1.6854689766881275e-7
AddInteger/ExMemory 0/ExMemory 0,1.4752128122331517e-6,1.4614959000559292e-6,1.4945169665070246e-6,5.637492240612693e-8,4.0026828960584215e-8,7.677919424634616e-8
AddInteger/ExMemory 0/ExMemory 0,1.4723910616844921e-6,1.4593586628773717e-6,1.498291222223249e-6,5.785218073305643e-8,3.975025429701164e-8,7.719576257953014e-8
AddInteger/ExMemory 0/ExMemory 0,1.465042824604247e-6,1.4560523051889417e-6,1.479199391746628e-6,3.636117097148845e-8,2.740544492623482e-8,5.194471706284287e-8
AddInteger/ExMemory 0/ExMemory 0,1.523392471047883e-6,1.4662691106519795e-6,1.7522085167928092e-6,3.592455244841457e-7,4.2302531988033464e-8,7.621364130710749e-7
AddInteger/ExMemory 0/ExMemory 0,1.4773112714542296e-6,1.4588568025297534e-6,1.5122668188867415e-6,8.008800081841653e-8,4.565358623963565e-8,1.1885865783812542e-7
AddInteger/ExMemory 0/ExMemory 1,1.5780739421862643e-6,1.550616102305029e-6,1.6177037666372389e-6,1.1264258711959702e-7,8.188981086274705e-8,1.499300302577952e-7
AddInteger/ExMemory 0/ExMemory 3,1.5630516989873037e-6,1.5319762462280762e-6,1.6022574325326417e-6,1.1070647226156586e-7,7.395465242728987e-8,1.487850170002271e-7
AddInteger/ExMemory 0/ExMemory 6,1.5409371231832812e-6,1.5248815517209935e-6,1.5782052682300108e-6,8.021224323679539e-8,4.418701829337512e-8,1.2767201821130493e-7
AddInteger/ExMemory 0/ExMemory 13,1.6719040212744003e-6,1.623441690543852e-6,1.7835195420848718e-6,2.6052258473733615e-7,1.3121651655386303e-7,4.886035917249857e-7
AddInteger/ExMemory 0/ExMemory 27,1.6018252567067306e-6,1.540148447426837e-6,1.7983161502024705e-6,3.807388045900135e-7,4.0783466195718766e-8,7.298645125048225e-7
AddInteger/ExMemory 0/ExMemory 54,1.5679181030492126e-6,1.5581338075463268e-6,1.5832407288844444e-6,4.3852907607747254e-8,3.00010194875216e-8,7.192464894443948e-8
AddInteger/ExMemory 0/ExMemory 108,1.6533620988985303e-6,1.6325801456141579e-6,1.6950014185783953e-6,9.709190724060075e-8,5.8977752104179554e-8,1.5742699312689604e-7
AddInteger/ExMemory 0/ExMemory 216,1.7982750549474548e-6,1.7290321116668091e-6,2.0492116126290194e-6,4.1326831137805125e-7,4.749292920881426e-8,8.726842899224726e-7
AddInteger/ExMemory 0/ExMemory 432,1.9435130859675425e-6,1.924795166668558e-6,2.0036955918097243e-6,1.137069884182448e-7,5.080781721664326e-8,2.4128838552996573e-7
AddInteger/ExMemory 0/ExMemory 865,2.221537587367031e-6,2.145718839155898e-6,2.5762146796458e-6,4.657876470937427e-7,5.431667912008232e-8,1.0620053604412818e-6
AddInteger/ExMemory 0/ExMemory 1731,3.2574181513035307e-6,3.0345575816240633e-6,3.935712256160532e-6,1.0844686497633783e-6,1.5004960475827966e-7,1.990805747269644e-6
AddInteger/ExMemory 1/ExMemory 0,1.5715491566752133e-6,1.5191537512557864e-6,1.770500244070487e-6,3.173402898382988e-7,6.138803193423811e-8,6.628763512104069e-7
AddInteger/ExMemory 1/ExMemory 0,1.565310140401263e-6,1.5137051624383102e-6,1.7610653651700082e-6,3.200669427032937e-7,3.764330371736674e-8,6.783295547526678e-7
AddInteger/ExMemory 1/ExMemory 0,1.5431921852557915e-6,1.5220437636562583e-6,1.5799884676376457e-6,8.743613878700053e-8,5.663105944018836e-8,1.2668884728854114e-7
AddInteger/ExMemory 1/ExMemory 0,1.6662735106396715e-6,1.6121907019480321e-6,1.997014407190278e-6,3.3287399659452393e-7,9.3367757154394e-8,8.29788970996737e-7
AddInteger/ExMemory 1/ExMemory 0,1.6751408014167226e-6,1.6111039393480076e-6,1.8629483087420257e-6,3.828671885906525e-7,8.121145346617327e-8,7.300261791599552e-7
AddInteger/ExMemory 1/ExMemory 1,1.5812216753136167e-6,1.5187190764624782e-6,1.8216694663755427e-6,3.9210861500863766e-7,3.333237821865117e-8,8.293790941874986e-7
AddInteger/ExMemory 1/ExMemory 3,1.5244376253019412e-6,1.5136439228833712e-6,1.550699262058306e-6,5.207025279661363e-8,2.9282328979650473e-8,8.488106016292962e-8
AddInteger/ExMemory 1/ExMemory 6,1.644303673934176e-6,1.6032354679847723e-6,1.7046619246563348e-6,1.6630899120227282e-7,1.4397755987239352e-7,1.8975353460925102e-7
AddInteger/ExMemory 1/ExMemory 13,1.5511317582005762e-6,1.5320246759830477e-6,1.5782460981893933e-6,7.834487434865498e-8,3.190644855377593e-8,1.1945761568510385e-7
AddInteger/ExMemory 1/ExMemory 27,1.606172731896436e-6,1.548384035762827e-6,1.8197517197746925e-6,3.5972698694252027e-7,4.278378350553375e-8,7.627526749180934e-7
AddInteger/ExMemory 1/ExMemory 54,1.567426079622646e-6,1.5574768198734127e-6,1.5849357397871738e-6,4.219741489922303e-8,3.345450278507559e-8,5.4794869817259954e-8
AddInteger/ExMemory 1/ExMemory 108,1.660915220390075e-6,1.6369753650114771e-6,1.7250832935909087e-6,1.0922270925089996e-7,4.089755911260517e-8,2.1977297698445924e-7
AddInteger/ExMemory 1/ExMemory 216,1.7811864428667408e-6,1.7471323549486555e-6,1.8440973568636015e-6,1.5103970662617305e-7,1.0623059137544888e-7,2.1480724040004458e-7
AddInteger/ExMemory 1/ExMemory 432,1.9441141638553097e-6,1.9146925481387962e-6,2.0023582765108603e-6,1.3618900384404121e-7,8.218796578443022e-8,2.027588532169645e-7
AddInteger/ExMemory 1/ExMemory 865,2.274621185889079e-6,2.1963336106756314e-6,2.571495975169745e-6,4.815838038902303e-7,8.31358714709438e-8,1.0096088865939868e-6
AddInteger/ExMemory 1/ExMemory 1731,2.9303636182964538e-6,2.9102244117896742e-6,2.974063237155832e-6,8.674180842632495e-8,5.6040977230727237e-8,1.4275649686888516e-7
AddInteger/ExMemory 3/ExMemory 0,1.5207183682452254e-6,1.5108095453060309e-6,1.5428892859388842e-6,4.908775293781115e-8,2.8315680457246514e-8,8.773361877745262e-8
AddInteger/ExMemory 3/ExMemory 0,1.5623136884109632e-6,1.5148204802108473e-6,1.826021623292714e-6,2.9075464067372956e-7,4.400120103790741e-8,7.026767399885582e-7
AddInteger/ExMemory 3/ExMemory 0,1.7341217627394214e-6,1.6726397350587236e-6,1.839399022566716e-6,2.720264216671145e-7,1.6742154986401416e-7,4.872699026307884e-7
AddInteger/ExMemory 3/ExMemory 0,1.6608797865654707e-6,1.6162025139324323e-6,1.7178941950882944e-6,1.7186933663337393e-7,1.5522994125176937e-7,1.9953632776146903e-7
AddInteger/ExMemory 3/ExMemory 0,1.5836920967067106e-6,1.5549184000421526e-6,1.6250477915006923e-6,1.244003643831787e-7,1.003754268721183e-7,1.468075710222562e-7
AddInteger/ExMemory 3/ExMemory 1,1.5627408679878918e-6,1.5121117681637654e-6,1.8027010642387724e-6,3.179045519683043e-7,2.9124454769263142e-8,7.283857361992126e-7
AddInteger/ExMemory 3/ExMemory 3,1.5861897304368115e-6,1.5258129711208655e-6,1.7589733040721854e-6,3.609071140139156e-7,4.133867998663504e-8,6.893406819987639e-7
AddInteger/ExMemory 3/ExMemory 6,1.5610447954085049e-6,1.543286133672681e-6,1.5903535971275917e-6,8.105679359951383e-8,6.061335105199285e-8,1.0499761159054312e-7
AddInteger/ExMemory 3/ExMemory 13,1.5384819679004279e-6,1.5300834900424433e-6,1.551124858055276e-6,3.6255046682238595e-8,2.414250477194661e-8,5.605433344571117e-8
AddInteger/ExMemory 3/ExMemory 27,1.5466425273631465e-6,1.5369796579952091e-6,1.5653150204992443e-6,4.162558297962976e-8,2.470148085189369e-8,6.721586536787146e-8
AddInteger/ExMemory 3/ExMemory 54,1.6108142097276418e-6,1.5664850708813748e-6,1.776144286651051e-6,2.6544895958591066e-7,5.040793470444269e-8,5.525688809441118e-7
AddInteger/ExMemory 3/ExMemory 108,1.6321970708466384e-6,1.6189309205111357e-6,1.6484313615881764e-6,5.1269389093572076e-8,3.501549137193203e-8,6.768893731575733e-8
AddInteger/ExMemory 3/ExMemory 216,1.7364152068607707e-6,1.724459931460726e-6,1.7610323454261523e-6,5.2306285478720384e-8,3.710959996525476e-8,8.374956689965922e-8
AddInteger/ExMemory 3/ExMemory 432,1.9266215643985965e-6,1.9068249277027015e-6,1.96854087335161e-6,1.0407094825363775e-7,5.260725066553232e-8,1.8662836423214777e-7
AddInteger/ExMemory 3/ExMemory 865,2.3086978285978403e-6,2.232423901688495e-6,2.4851353211389467e-6,3.7771906703414647e-7,1.8868616509701922e-7,7.125488692000679e-7
AddInteger/ExMemory 3/ExMemory 1731,3.1744351334181326e-6,3.076240052676195e-6,3.3125167651271623e-6,3.8142975380635313e-7,2.8803282721703134e-7,4.7232897063407533e-7
AddInteger/ExMemory 6/ExMemory 0,1.527444672922658e-6,1.5193248359762696e-6,1.541689594746673e-6,3.7703034404711185e-8,2.5600423657295886e-8,5.6388841739793185e-8
AddInteger/ExMemory 6/ExMemory 0,1.5724939457454995e-6,1.5203356150339919e-6,1.76588280992677e-6,3.1744118393486605e-7,4.1374001229370025e-8,6.693296956277043e-7
AddInteger/ExMemory 6/ExMemory 0,1.5268447465600146e-6,1.5166933267936323e-6,1.5444531572667821e-6,4.5424641440148455e-8,2.1797366387335244e-8,8.045025331746615e-8
AddInteger/ExMemory 6/ExMemory 0,1.585935873750309e-6,1.5210270705407605e-6,1.885664502766837e-6,3.8088279909590604e-7,5.028252266849173e-8,8.655441909302353e-7
AddInteger/ExMemory 6/ExMemory 0,1.5251726827806915e-6,1.5152100434487765e-6,1.5416160343244224e-6,3.93479491511512e-8,2.627072287788695e-8,5.680755707998002e-8
AddInteger/ExMemory 6/ExMemory 1,1.5203083977114816e-6,1.5119094379890998e-6,1.531862402140546e-6,3.255278066318665e-8,2.2541777310274024e-8,4.402337105977894e-8
AddInteger/ExMemory 6/ExMemory 3,1.5303068663743717e-6,1.5176817584545602e-6,1.5668462526198613e-6,6.281918243602906e-8,2.9969733989096004e-8,1.1821211486344411e-7
AddInteger/ExMemory 6/ExMemory 6,1.6216185238567417e-6,1.5607406208886768e-6,1.81112300093325e-6,3.3303191435576895e-7,1.0150057151181374e-7,6.795950352660124e-7
AddInteger/ExMemory 6/ExMemory 13,1.5913476586690902e-6,1.5451279480508472e-6,1.7274330616212084e-6,2.5027452912289177e-7,5.7170705542088266e-8,5.180301535222287e-7
AddInteger/ExMemory 6/ExMemory 27,1.5673303254149994e-6,1.5467108123334836e-6,1.6010665265886376e-6,8.578035744362446e-8,4.0412796411946255e-8,1.382759761338824e-7
AddInteger/ExMemory 6/ExMemory 54,1.665241511310849e-6,1.6157325543500501e-6,1.7987770909765764e-6,2.624725599322422e-7,9.147671954877044e-8,4.864682951415251e-7
AddInteger/ExMemory 6/ExMemory 108,1.6996970274214594e-6,1.6322010723177863e-6,1.9365003361514507e-6,3.9640504732843424e-7,3.663598316029789e-8,8.36154055220998e-7
AddInteger/ExMemory 6/ExMemory 216,1.7760573333396458e-6,1.7378253261389152e-6,1.8281968020188346e-6,1.536243758138734e-7,9.762975472218916e-8,2.079651169599721e-7
AddInteger/ExMemory 6/ExMemory 432,1.9238191685467168e-6,1.906834525377498e-6,1.9643118601649718e-6,8.655908774848982e-8,4.877308964347303e-8,1.525085348298067e-7
AddInteger/ExMemory 6/ExMemory 865,2.1605254497684162e-6,2.1422504037670074e-6,2.2096749418427968e-6,1.0593993062785346e-7,3.854919371551624e-8,2.109997308369795e-7
AddInteger/ExMemory 6/ExMemory 1731,2.9763018026386253e-6,2.938779840281201e-6,3.0834462009236893e-6,1.8841907389351006e-7,7.512512960448902e-8,3.6562548633332584e-7
AddInteger/ExMemory 13/ExMemory 0,1.7087934339948383e-6,1.6399343841673085e-6,1.8785421111944757e-6,3.6977817021955284e-7,1.5990408976819147e-7,6.684581305979631e-7
AddInteger/ExMemory 13/ExMemory 0,1.542650553718746e-6,1.5263369821314697e-6,1.5852291193774209e-6,7.359393073297898e-8,4.260795093638331e-8,1.2804536051676105e-7
AddInteger/ExMemory 13/ExMemory 0,1.5540419436376325e-6,1.53851238691972e-6,1.5779426427538382e-6,6.295077074266891e-8,4.5736126413763327e-8,8.047388075473042e-8
AddInteger/ExMemory 13/ExMemory 0,1.5953274615461177e-6,1.5400264794462774e-6,1.7843649805042697e-6,3.194034622998041e-7,7.582313635086169e-8,6.637717529887175e-7
AddInteger/ExMemory 13/ExMemory 0,1.552353332628587e-6,1.5289714192711449e-6,1.5900974273742544e-6,9.536711832880946e-8,5.8161959520937444e-8,1.3267245787998293e-7
AddInteger/ExMemory 13/ExMemory 1,1.610131190628505e-6,1.536215467021629e-6,1.896535642551692e-6,4.6901246689717924e-7,2.624977696783588e-8,9.945150622134468e-7
AddInteger/ExMemory 13/ExMemory 3,1.6008346630741605e-6,1.5454426921925733e-6,1.807691158702099e-6,3.303850602376152e-7,5.226993091562773e-8,6.969919523164178e-7
AddInteger/ExMemory 13/ExMemory 6,1.5929593829960913e-6,1.532637876568205e-6,1.867235182245347e-6,3.6474032513295446e-7,2.939276379103919e-8,8.366110530564657e-7
AddInteger/ExMemory 13/ExMemory 13,1.5668850941417481e-6,1.5451707218427383e-6,1.616665122670602e-6,1.0143314974862004e-7,5.91339271741384e-8,1.4391007664701655e-7
AddInteger/ExMemory 13/ExMemory 27,1.5489930506165279e-6,1.5400324166436656e-6,1.5656773541714565e-6,4.031822300074491e-8,2.8274905717443967e-8,5.867450457681846e-8
AddInteger/ExMemory 13/ExMemory 54,1.5739559236511735e-6,1.5621472034106607e-6,1.5986492680791258e-6,4.719111759553934e-8,2.9796297719464782e-8,7.312179413403875e-8
AddInteger/ExMemory 13/ExMemory 108,1.6498598279878966e-6,1.6313035080741124e-6,1.7278617955771926e-6,1.1112190787842421e-7,3.292411952596068e-8,2.4608755038832025e-7
AddInteger/ExMemory 13/ExMemory 216,1.7507962912784704e-6,1.7394523956341103e-6,1.7720009649622176e-6,5.2004365203553466e-8,3.762854915099875e-8,6.994748960327738e-8
AddInteger/ExMemory 13/ExMemory 432,2.0338523741369648e-6,1.979516485777216e-6,2.116505878097709e-6,2.1343730783765868e-7,1.7052903178854364e-7,2.4732944360054453e-7
AddInteger/ExMemory 13/ExMemory 865,2.1660398148281288e-6,2.1519603292132095e-6,2.199264543603331e-6,6.825632873957835e-8,3.7886746388786924e-8,1.0883538667733296e-7
AddInteger/ExMemory 13/ExMemory 1731,2.9579773606298274e-6,2.9341142920541243e-6,3.019480267280275e-6,1.1927071551448435e-7,5.4389747349870726e-8,2.438092691677039e-7
AddInteger/ExMemory 27/ExMemory 0,1.5491604257563823e-6,1.5376334199059654e-6,1.5906562494240737e-6,6.363918303570434e-8,3.171335454830643e-8,1.1851316436727629e-7
AddInteger/ExMemory 27/ExMemory 0,1.6350445541481398e-6,1.5682024966107953e-6,1.945412156651368e-6,4.085248889141692e-7,6.734424246446459e-8,9.26489411942966e-7
AddInteger/ExMemory 27/ExMemory 0,1.549857998130834e-6,1.5376820022722646e-6,1.5823253676667078e-6,5.915217113450389e-8,3.324377655609307e-8,1.1559244481797079e-7
AddInteger/ExMemory 27/ExMemory 0,1.5857510296790867e-6,1.5605267080350056e-6,1.6163730880992338e-6,8.972131474191114e-8,7.263767379104444e-8,1.0775060541831868e-7
AddInteger/ExMemory 27/ExMemory 0,1.5532304186725738e-6,1.542392395153385e-6,1.5750998842389164e-6,4.956915115504217e-8,3.3045668517881136e-8,7.573729641805806e-8
AddInteger/ExMemory 27/ExMemory 1,1.6004561201194143e-6,1.5775968132212417e-6,1.6232671734661773e-6,8.164712304341629e-8,7.060626588106298e-8,9.195103178836289e-8
AddInteger/ExMemory 27/ExMemory 3,1.550547697137502e-6,1.5390026165181059e-6,1.57359198663897e-6,5.021074585798841e-8,2.8526120666768208e-8,7.984822311109139e-8
AddInteger/ExMemory 27/ExMemory 6,1.5956845603040553e-6,1.5457548966753154e-6,1.7923162647717767e-6,3.094341322012531e-7,4.6437074107139673e-8,6.517980107590496e-7
