Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LessThanEqInteger/ExMemory 0/ExMemory 432,1.4956387781092956e-6,1.4806560229757858e-6,1.5163125344002673e-6,6.002177899918313e-8,4.205884000032116e-8,8.22054821526307e-8
LessThanEqInteger/ExMemory 0/ExMemory 865,1.4803843032475593e-6,1.469828854486565e-6,1.5083654884250881e-6,4.741914504558116e-8,2.7984229716871166e-8,8.330180427140057e-8
LessThanEqInteger/ExMemory 0/ExMemory 1731,1.5935208773545514e-6,1.5346606832631595e-6,1.7452061173683252e-6,3.10353942815729e-7,1.337241455861675e-7,6.116332018258853e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.500823987932466e-6,1.483723740824195e-6,1.5330662754981385e-6,7.384316581292943e-8,5.2182293969724235e-8,1.0901909273720124e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4971068252320139e-6,1.4824439976001163e-6,1.5187387689758508e-6,5.61777509309142e-8,3.175842488388606e-8,7.804112628731314e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4816594138096453e-6,1.47447085858731e-6,1.4980654172989845e-6,3.491029342250574e-8,2.2294161838338845e-8,5.361254548330604e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.486737276808397e-6,1.4744259645024629e-6,1.5075740107858674e-6,5.2769794012074775e-8,3.852641932072827e-8,6.6116306012437e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.5083193159131194e-6,1.4898167685864792e-6,1.5315303953762443e-6,7.17625579196141e-8,5.4927674885958025e-8,9.811860991144949e-8
LessThanEqInteger/ExMemory 0/ExMemory 1,1.5277712634278328e-6,1.474148888473608e-6,1.734857796028477e-6,3.331936805468592e-7,3.281046462116047e-8,7.076111669600274e-7
LessThanEqInteger/ExMemory 0/ExMemory 3,1.6586335247034007e-6,1.5646977239117178e-6,1.974244522175529e-6,5.422223975250521e-7,1.4375932013835376e-7,1.1271572897071107e-6
LessThanEqInteger/ExMemory 0/ExMemory 6,1.525061010106067e-6,1.4758247156727266e-6,1.7330628021167179e-6,2.6628440062061506e-7,2.9983228010333925e-8,5.881372051186633e-7
LessThanEqInteger/ExMemory 0/ExMemory 13,1.488334580125431e-6,1.4747009245976006e-6,1.545581833292939e-6,8.668821535512322e-8,2.4950591831314922e-8,1.7677694131982902e-7
LessThanEqInteger/ExMemory 0/ExMemory 27,1.5156931279466748e-6,1.4924930549322162e-6,1.5542013302455077e-6,1.0280026564967512e-7,7.33101820205661e-8,1.3410905444903502e-7
LessThanEqInteger/ExMemory 0/ExMemory 54,1.5335294614713294e-6,1.4810346144515256e-6,1.7462642212363487e-6,3.224063149965279e-7,6.703984758911848e-8,6.709168657389695e-7
LessThanEqInteger/ExMemory 0/ExMemory 108,1.5206320821165452e-6,1.4784626400638812e-6,1.6497569346709893e-6,2.617679236661265e-7,5.105757549662116e-8,4.965849017645797e-7
LessThanEqInteger/ExMemory 0/ExMemory 216,1.4912387003114472e-6,1.47645539302355e-6,1.5186580595042472e-6,6.206945826441464e-8,3.6437428333819974e-8,8.971720941754649e-8
LessThanEqInteger/ExMemory 0/ExMemory 432,1.5146113316568361e-6,1.4831271179849837e-6,1.6278892235080932e-6,1.8606271387616837e-7,4.071330849878899e-8,3.8881624201448144e-7
LessThanEqInteger/ExMemory 0/ExMemory 865,1.4845086247010442e-6,1.473237334796749e-6,1.5189734893486668e-6,5.8965328969641626e-8,3.2389264573403266e-8,1.0669065306493795e-7
LessThanEqInteger/ExMemory 0/ExMemory 1731,1.5345339246765317e-6,1.4829231161339329e-6,1.6983606501005435e-6,3.033602675634443e-7,5.913017878009409e-8,6.360534270254395e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4992584588251228e-6,1.4838020929205747e-6,1.5200823230531604e-6,5.7986628613489416e-8,3.925126867918446e-8,8.67928794404007e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.5462006914534766e-6,1.5150891791270212e-6,1.5843945874559428e-6,1.1446255371965099e-7,9.262292903851754e-8,1.355433819745912e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4871101854075951e-6,1.477345792295185e-6,1.506281881930314e-6,4.342961859011416e-8,2.6998215161971927e-8,6.55513246504285e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4883592472878395e-6,1.4754632495585453e-6,1.520859110139278e-6,6.496490477748009e-8,3.0485357986383905e-8,1.217989478765869e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.5449139124257872e-6,1.4936931682207937e-6,1.7337677111979396e-6,3.163799117254414e-7,6.362956640314555e-8,6.630806479977671e-7
LessThanEqInteger/ExMemory 0/ExMemory 1,1.5003329490814728e-6,1.4809560297836037e-6,1.5416541482066332e-6,8.67243022570897e-8,5.9018757400479824e-8,1.2197300597038468e-7
LessThanEqInteger/ExMemory 0/ExMemory 3,1.5379674571417661e-6,1.4824793074441267e-6,1.7341039769440647e-6,3.293474626657729e-7,5.369385195258256e-8,6.939421838153291e-7
LessThanEqInteger/ExMemory 0/ExMemory 6,1.481016260101317e-6,1.472577223502221e-6,1.4943807237609213e-6,3.824845091265803e-8,2.507715358087889e-8,6.250758478597301e-8
LessThanEqInteger/ExMemory 0/ExMemory 13,1.5449356505750896e-6,1.5019394716796335e-6,1.7018614855382845e-6,2.455305032688923e-7,7.818395086265971e-8,5.396638423785596e-7
LessThanEqInteger/ExMemory 0/ExMemory 27,1.5123773705928667e-6,1.4932589644483368e-6,1.5375973863634175e-6,7.551564462590559e-8,5.590860299286725e-8,9.816330131914561e-8
LessThanEqInteger/ExMemory 0/ExMemory 54,1.5268877312309963e-6,1.4973846107260016e-6,1.5705243698424313e-6,1.2411144228478614e-7,8.622755401789033e-8,1.8212281871771018e-7
LessThanEqInteger/ExMemory 0/ExMemory 108,1.4893338617763696e-6,1.4795047920509897e-6,1.505141005581953e-6,4.0250583650955094e-8,2.5184947525998464e-8,6.759877502800721e-8
LessThanEqInteger/ExMemory 0/ExMemory 216,1.4951433222827448e-6,1.4749740612845847e-6,1.5254138023209422e-6,8.484844693751347e-8,5.4677963303207044e-8,1.2176762669109413e-7
LessThanEqInteger/ExMemory 0/ExMemory 432,1.5183810497520764e-6,1.4784765456165005e-6,1.6627032988759994e-6,2.443749438798092e-7,3.060873830096876e-8,5.164285405009597e-7
LessThanEqInteger/ExMemory 0/ExMemory 865,1.4968691214095262e-6,1.4795282196509912e-6,1.5380931942148417e-6,8.182865534714845e-8,4.854879119651528e-8,1.319134707169746e-7
LessThanEqInteger/ExMemory 0/ExMemory 1731,1.4949007567113722e-6,1.4793047528313832e-6,1.5310472080190262e-6,8.097588759025173e-8,2.9705915601138552e-8,1.395981574602983e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4914285304563663e-6,1.4759256211045931e-6,1.5354098618333653e-6,8.075128939364911e-8,2.5018661055568718e-8,1.4141933327584845e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.5054529709227356e-6,1.4820658785747007e-6,1.551969514692036e-6,9.447148782322388e-8,5.6650801606508414e-8,1.3483660887705734e-7
LessThanEqInteger/ExMemory 0/ExMemory 0,1.4798772036495917e-6,1.4711607469472466e-6,1.5013226225397752e-6,3.9468154301002617e-8,2.9290747418147978e-8,6.499548079851801e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.487062068694136e-6,1.4784839414924624e-6,1.4996742004078985e-6,3.37533620306357e-8,2.6028918051792728e-8,4.565895163370488e-8
LessThanEqInteger/ExMemory 0/ExMemory 0,1.561585600164417e-6,1.5089832957972845e-6,1.7189850256893048e-6,2.9236011151984867e-7,1.0955852701301248e-7,5.298790306411111e-7
LessThanEqInteger/ExMemory 0/ExMemory 1,1.4847920443411244e-6,1.470494401461824e-6,1.5454347232474492e-6,7.939595745037456e-8,2.4039457805546515e-8,1.7215739073235367e-7
LessThanEqInteger/ExMemory 0/ExMemory 3,1.5196621846765787e-6,1.4962341719068328e-6,1.5480947430100716e-6,9.320252947120713e-8,7.231298044764827e-8,1.112619672522362e-7
LessThanEqInteger/ExMemory 0/ExMemory 6,1.5365772137134741e-6,1.4822373099740204e-6,1.6980985272581756e-6,3.474022945547518e-7,4.4231748751213676e-8,6.678371515268933e-7
LessThanEqInteger/ExMemory 0/ExMemory 13,1.508618342301435e-6,1.4858824219679282e-6,1.5419872036323866e-6,9.126994889046506e-8,6.42757414091166e-8,1.1999023416267769e-7
LessThanEqInteger/ExMemory 0/ExMemory 27,1.54400771614386e-6,1.5054649734987382e-6,1.7433336870472306e-6,2.39865227154311e-7,7.220841174425295e-8,5.174655663814032e-7
LessThanEqInteger/ExMemory 0/ExMemory 54,1.4961864196331954e-6,1.4795763898967195e-6,1.5262270867599502e-6,7.461369621986785e-8,5.234258462878375e-8,1.083397654326857e-7
LessThanEqInteger/ExMemory 0/ExMemory 108,1.4729770670460873e-6,1.4668869734587608e-6,1.4844330383297124e-6,2.742424470204237e-8,1.7884565108066106e-8,4.325046484354721e-8
LessThanEqInteger/ExMemory 0/ExMemory 216,1.5082464941761199e-6,1.4834931341738308e-6,1.5432714222015182e-6,9.845099580466413e-8,6.21711855619399e-8,1.2482266051983896e-7
LessThanEqInteger/ExMemory 0/ExMemory 432,1.4859182664575249e-6,1.4722671634671642e-6,1.5264471197927272e-6,7.265328847692253e-8,2.9694244970046708e-8,1.4017963990297832e-7
LessThanEqInteger/ExMemory 0/ExMemory 865,1.4771233738044282e-6,1.4695051295860387e-6,1.4948168778615966e-6,3.380987291357561e-8,2.017174169488774e-8,5.8587900190441266e-8
LessThanEqInteger/ExMemory 0/ExMemory 1731,1.4783319063122657e-6,1.4682709711060801e-6,1.4924893965302348e-6,4.054109466826649e-8,2.6268798808210288e-8,5.744067126106965e-8
LessThanEqInteger/ExMemory 1/ExMemory 0,1.50158793619674e-6,1.4826882714642892e-6,1.539068337138689e-6,9.172233921801084e-8,6.045638735892608e-8,1.2980113796056877e-7
LessThanEqInteger/ExMemory 1/ExMemory 0,1.562967990514148e-6,1.515702309249396e-6,1.7177539079445452e-6,2.494372006648994e-7,1.0455178541905667e-7,4.77860459481288e-7
LessThanEqInteger/ExMemory 1/ExMemory 0,1.484905029581517e-6,1.4731255436477658e-6,1.501259924877725e-6,4.583419917630563e-8,2.6057712277143415e-8,7.257880519352646e-8
LessThanEqInteger/ExMemory 1/ExMemory 0,1.4860738320822437e-6,1.4752905523891537e-6,1.5017062418334138e-6,4.5718262580929186e-8,3.1460175141750055e-8,6.310815151683551e-8
LessThanEqInteger/ExMemory 1/ExMemory 0,1.5215560019854681e-6,1.4694633218276163e-6,1.7233963013381816e-6,3.2183202566744497e-7,2.8764426277296844e-8,6.811293889669032e-7
LessThanEqInteger/ExMemory 1/ExMemory 1,1.545400848537904e-6,1.4959483534101644e-6,1.7236942891547934e-6,2.763209214905199e-7,6.713038805795931e-8,5.698367172070066e-7
LessThanEqInteger/ExMemory 1/ExMemory 3,1.5175019878685967e-6,1.476610006052731e-6,1.6688154198780472e-6,2.512729831076052e-7,2.7655237509792713e-8,5.324600501849404e-7
LessThanEqInteger/ExMemory 1/ExMemory 6,1.4886576022593797e-6,1.4785894538874462e-6,1.5157542954336043e-6,4.870360456360696e-8,3.149233948049561e-8,8.098056549809168e-8
LessThanEqInteger/ExMemory 1/ExMemory 13,1.5034361013489876e-6,1.4791022480932963e-6,1.5761324472684013e-6,1.2307250191450505e-7,4.681069208805588e-8,2.550196748437608e-7
LessThanEqInteger/ExMemory 1/ExMemory 27,1.5146545639378865e-6,1.4709473426885956e-6,1.7248097907912113e-6,2.754913445328442e-7,2.7145814548877122e-8,6.307441881009037e-7
LessThanEqInteger/ExMemory 1/ExMemory 54,1.5970205537403591e-6,1.5445146438150749e-6,1.779379369614159e-6,3.2447023365406163e-7,9.591938018330423e-8,6.713884314037493e-7
LessThanEqInteger/ExMemory 1/ExMemory 108,1.479081514725576e-6,1.4686431973243976e-6,1.4984129778981093e-6,4.386321657215549e-8,2.2590967429788193e-8,7.356527649811202e-8
LessThanEqInteger/ExMemory 1/ExMemory 216,1.4830593339388782e-6,1.4742681733608327e-6,1.496350301277322e-6,3.7164202402696774e-8,2.358866773395083e-8,5.3458065825668664e-8
LessThanEqInteger/ExMemory 1/ExMemory 432,1.4897906962571933e-6,1.4781563491498516e-6,1.5112313027808715e-6,5.339531781353743e-8,3.364738011108753e-8,9.798824129635833e-8
LessThanEqInteger/ExMemory 1/ExMemory 865,1.5642797880270794e-6,1.4995179470480157e-6,1.718504194267809e-6,3.2039933581947617e-7,9.153688895590143e-8,7.054903329923605e-7
LessThanEqInteger/ExMemory 1/ExMemory 1731,1.5573012288118416e-6,1.499803125163562e-6,1.7746665375253446e-6,3.335445801950728e-7,7.4289533593336e-8,6.870792132489656e-7
LessThanEqInteger/ExMemory 3/ExMemory 0,1.5205922391102214e-6,1.5016876359893966e-6,1.547550263300796e-6,7.713766405797406e-8,6.572508645427622e-8,9.8243237120444e-8
LessThanEqInteger/ExMemory 3/ExMemory 0,1.5614616035296336e-6,1.5098585055742486e-6,1.7069231909290753e-6,2.840120720779409e-7,9.382557106108602e-8,5.243287594864732e-7
LessThanEqInteger/ExMemory 3/ExMemory 0,1.4838872073542016e-6,1.4740197769975843e-6,1.514858062589958e-6,5.38930857383629e-8,2.750384387721368e-8,8.94271333960564e-8
LessThanEqInteger/ExMemory 3/ExMemory 0,1.5466888057159606e-6,1.4970275257161336e-6,1.693112263627134e-6,2.703041224914443e-7,7.09280424714312e-8,5.420618530010134e-7
LessThanEqInteger/ExMemory 3/ExMemory 0,1.5286045610319058e-6,1.4765886260828606e-6,1.7197298833423166e-6,3.1626975218332976e-7,3.7467241848725665e-8,6.699927844935798e-7
LessThanEqInteger/ExMemory 3/ExMemory 1,1.5796992896044209e-6,1.5416827126066333e-6,1.6401407723566636e-6,1.5904587713882225e-7,1.3973472558548522e-7,1.8752871087556405e-7
LessThanEqInteger/ExMemory 3/ExMemory 3,1.5175224773084938e-6,1.4916743451224463e-6,1.5711161819987427e-6,1.232036908305249e-7,7.387175895742884e-8,2.2432172075781767e-7
LessThanEqInteger/ExMemory 3/ExMemory 6,1.52561217331878e-6,1.4736325350109197e-6,1.72226931652084e-6,3.1581289904733903e-7,3.471872355789561e-8,6.684308452562956e-7
LessThanEqInteger/ExMemory 3/ExMemory 13,1.514160259679859e-6,1.4745667792737152e-6,1.6280598115030755e-6,2.314442656075737e-7,2.665812993492322e-8,4.42209351960324e-7
LessThanEqInteger/ExMemory 3/ExMemory 27,1.5366383216033427e-6,1.4858048263646885e-6,1.7397181714939902e-6,3.05427064939631e-7,6.360839041681582e-8,6.405397391582223e-7
LessThanEqInteger/ExMemory 3/ExMemory 54,1.4977129402649314e-6,1.4805308389859772e-6,1.521268948837999e-6,6.452368873845814e-8,4.222261158468025e-8,8.800342842327241e-8
LessThanEqInteger/ExMemory 3/ExMemory 108,1.521118041279372e-6,1.4819626925966506e-6,1.662424199629e-6,2.3473094577066173e-7,3.848568100750855e-8,4.904717587486886e-7
LessThanEqInteger/ExMemory 3/ExMemory 216,1.4840560193040102e-6,1.474762846020099e-6,1.5010849705821905e-6,4.00606419683679e-8,2.3990431879161767e-8,6.18488704118009e-8
LessThanEqInteger/ExMemory 3/ExMemory 432,1.474763848845858e-6,1.4666624954931429e-6,1.4888752390760071e-6,3.605662785322065e-8,1.9893478233842306e-8,6.291847067162764e-8
LessThanEqInteger/ExMemory 3/ExMemory 865,1.4849039151970737e-6,1.4708201013191706e-6,1.5181897903222547e-6,6.988881694368513e-8,3.653542588645668e-8,1.2807667275368467e-7
LessThanEqInteger/ExMemory 3/ExMemory 1731,1.4821124965169344e-6,1.4732358137630006e-6,1.504853164949058e-6,4.4396619980949324e-8,2.401996012662078e-8,8.598395405956464e-8
LessThanEqInteger/ExMemory 6/ExMemory 0,1.482094966921817e-6,1.4683522183824486e-6,1.5064860468910688e-6,5.7772981414018516e-8,3.311253389897113e-8,8.657291136441368e-8
LessThanEqInteger/ExMemory 6/ExMemory 0,1.5378407581715178e-6,1.47888573997296e-6,1.767143356903748e-6,3.759874936834567e-7,3.7748576100467425e-8,7.966474781745731e-7
LessThanEqInteger/ExMemory 6/ExMemory 0,1.5801747470540815e-6,1.5211543286122029e-6,1.8248207844114711e-6,3.4770542860523407e-7,1.0670110056257227e-7,7.655691345433466e-7
LessThanEqInteger/ExMemory 6/ExMemory 0,1.4941537704536779e-6,1.478864995482738e-6,1.5182263484110155e-6,7.280465042482962e-8,5.2491268885140446e-8,1.0313557068145348e-7
LessThanEqInteger/ExMemory 6/ExMemory 0,1.4792214213371556e-6,1.4697203967758944e-6,1.496221192920299e-6,4.421723620236289e-8,1.964765163710798e-8,6.575555956965381e-8
LessThanEqInteger/ExMemory 6/ExMemory 1,1.522308692576277e-6,1.4788536832596151e-6,1.719412667160922e-6,2.638238574127508e-7,4.7337506301895544e-8,5.991040432872471e-7
LessThanEqInteger/ExMemory 6/ExMemory 3,1.5757212366081127e-6,1.5386623590081967e-6,1.637277151344857e-6,1.473143841406091e-7,1.2445910169573424e-7,1.6193573541204528e-7
LessThanEqInteger/ExMemory 6/ExMemory 6,1.6276129764922072e-6,1.5458146954209114e-6,1.8978281407496657e-6,4.333477018596726e-7,1.3468243353733766e-7,8.811187672307455e-7
LessThanEqInteger/ExMemory 6/ExMemory 13,1.5336148094724844e-6,1.4873125978163149e-6,1.7399236868140192e-6,2.74302703351178e-7,5.7243983898574344e-8,6.209931810282055e-7
LessThanEqInteger/ExMemory 6/ExMemory 27,1.5756849145754625e-6,1.5366976134714488e-6,1.6126504435613486e-6,1.3479557480007252e-7,1.1518444042854122e-7,1.5659748607806708e-7
LessThanEqInteger/ExMemory 6/ExMemory 54,1.4874318682394358e-6,1.4722430849439366e-6,1.5073771735826594e-6,6.216539556028444e-8,3.517887122812471e-8,8.676196467146485e-8
LessThanEqInteger/ExMemory 6/ExMemory 108,1.4821556550113474e-6,1.4723951922788693e-6,1.4976030498582396e-6,4.421553152679565e-8,3.135255876457109e-8,6.183723796426232e-8
LessThanEqInteger/ExMemory 6/ExMemory 216,1.4809429099828612e-6,1.472112919891988e-6,1.4960470976417761e-6,3.394547961780253e-8,2.173038400983345e-8,4.7563331356878655e-8
LessThanEqInteger/ExMemory 6/ExMemory 432,1.47883965883732e-6,1.4686894472158487e-6,1.4990734837669632e-6,4.750587582117626e-8,2.9605361363644197e-8,8.084938948032116e-8
LessThanEqInteger/ExMemory 6/ExMemory 865,1.4837983380438854e-6,1.4751149594451709e-6,1.5028661185492017e-6,3.933022543653514e-8,2.7588270394942352e-8,6.02030834958525e-8
LessThanEqInteger/ExMemory 6/ExMemory 1731,1.51747850436758e-6,1.4788492684471704e-6,1.6480595541101954e-6,2.452502053802073e-7,4.5658645953954454e-8,4.677784043455379e-7
LessThanEqInteger/ExMemory 13/ExMemory 0,1.5296819076861e-6,1.4747236343598262e-6,1.8122821039899644e-6,3.297823511172766e-7,8.017385039794677e-8,7.871665865271952e-7
LessThanEqInteger/ExMemory 13/ExMemory 0,1.5359260270822643e-6,1.4824433074931913e-6,1.724305095168954e-6,3.1583688766717163e-7,5.12438371574734e-8,6.613694459970199e-7
LessThanEqInteger/ExMemory 13/ExMemory 0,1.4937662877431744e-6,1.4784359293732945e-6,1.5240917753495962e-6,6.902697364255718e-8,4.7254520398356446e-8,1.0062684736240304e-7
LessThanEqInteger/ExMemory 13/ExMemory 0,1.526766834836561e-6,1.4845215104815012e-6,1.6688714205330068e-6,2.526666920303818e-7,5.6017452378364075e-8,5.169434604621477e-7
LessThanEqInteger/ExMemory 13/ExMemory 0,1.4884664222049862e-6,1.4755588953705521e-6,1.538341638775234e-6,6.738147395250167e-8,2.7606136249591075e-8,1.5280395257074804e-7
LessThanEqInteger/ExMemory 13/ExMemory 1,1.547358675943253e-6,1.5106707149042696e-6,1.5892848961373132e-6,1.332582221337461e-7,1.0622909101950635e-7,1.5155731816355918e-7
LessThanEqInteger/ExMemory 13/ExMemory 3,1.488906983705202e-6,1.4772757870808457e-6,1.5051658313685568e-6,4.8177549341033293e-8,3.196946307777683e-8,7.630109852953073e-8
LessThanEqInteger/ExMemory 13/ExMemory 6,1.5397772156765897e-6,1.4904709142389312e-6,1.7464743185362387e-6,3.02138372081658e-7,8.489972944950887e-8,6.714768096234204e-7
LessThanEqInteger/ExMemory 13/ExMemory 13,1.4946616964064634e-6,1.4835636638570824e-6,1.5137867506231361e-6,4.7424354409022855e-8,3.280713485151997e-8,7.15299936573989e-8
LessThanEqInteger/ExMemory 13/ExMemory 27,1.5511921724899131e-6,1.49295665484405e-6,1.856566814926744e-6,3.248183859665173e-7,6.92653207398765e-8,7.704195437497175e-7
LessThanEqInteger/ExMemory 13/ExMemory 54,1.5389253685765953e-6,1.4855742959323078e-6,1.7471141423169678e-6,3.261543246578735e-7,4.9349657412746266e-8,6.860752528417261e-7
LessThanEqInteger/ExMemory 13/ExMemory 108,1.5275928616104433e-6,1.4677622105972115e-6,1.8083781363971155e-6,3.701668746767842e-7,2.7469073752843035e-8,8.48059166996693e-7
LessThanEqInteger/ExMemory 13/ExMemory 216,1.5276047233744564e-6,1.4775880338533558e-6,1.6598386997666316e-6,3.037077388877625e-7,4.570090953325283e-8,5.810322920777618e-7
LessThanEqInteger/ExMemory 13/ExMemory 432,1.4816212808132247e-6,1.4715867280726392e-6,1.5030336330216167e-6,4.996488688923303e-8,3.1208029697828295e-8,7.764809534573803e-8
LessThanEqInteger/ExMemory 13/ExMemory 865,1.5194267939232089e-6,1.4968122800242288e-6,1.5520767720634412e-6,8.91317704180557e-8,7.317728442124814e-8,1.153222579533299e-7
LessThanEqInteger/ExMemory 13/ExMemory 1731,1.4828191241822706e-6,1.4721758647273014e-6,1.5019849510792977e-6,4.413262211600635e-8,2.2550888275212478e-8,7.293248593521024e-8
LessThanEqInteger/ExMemory 27/ExMemory 0,1.5351036930801214e-6,1.4787831316012568e-6,1.7047856019906109e-6,3.1845781352498294e-7,3.9357517037466116e-8,6.578111472349706e-7
LessThanEqInteger/ExMemory 27/ExMemory 0,1.4995473407649273e-6,1.481257006545354e-6,1.5218454148384074e-6,7.032628595872247e-8,5.209646428090344e-8,9.264972293435538e-8
LessThanEqInteger/ExMemory 27/ExMemory 0,1.5528081370747305e-6,1.4960428234915626e-6,1.7827463435124953e-6,3.4344298012043386e-7,7.617862523767578e-8,7.785971837743346e-7
LessThanEqInteger/ExMemory 27/ExMemory 0,1.477187663433034e-6,1.4667610920165705e-6,1.4945714938903575e-6,4.625102907585408e-8,2.5508918007465157e-8,7.582528392318818e-8
LessThanEqInteger/ExMemory 27/ExMemory 0,1.549698666760092e-6,1.4887753194755118e-6,1.7894119633074351e-6,3.792392762087484e-7,6.457731948289356e-8,7.979585051239455e-7
LessThanEqInteger/ExMemory 27/ExMemory 1,1.4987956187123413e-6,1.4747880328746852e-6,1.5469533951649916e-6,1.1108333698028925e-7,4.159609098201087e-8,2.2267464579340164e-7
LessThanEqInteger/ExMemory 27/ExMemory 3,1.4834679188831104e-6,1.4723479922697329e-6,1.5062070870083363e-6,5.060706873709342e-8,3.097399676800068e-8,8.751752899942059e-8
LessThanEqInteger/ExMemory 27/ExMemory 6,1.4884939927574076e-6,1.4778841588805653e-6,1.5068179284102769e-6,4.684591234644506e-8,2.6258155222572266e-8,7.184635581082556e-8
LessThanEqInteger/ExMemory 27/ExMemory 13,1.5180786629027527e-6,1.487502530678226e-6,1.5726288297175716e-6,1.2726277076811402e-7,8.012439873202662e-8,2.1154915139240477e-7
LessThanEqInteger/ExMemory 27/ExMemory 27,1.5140366229047994e-6,1.4996580838980691e-6,1.5366694349510752e-6,6.098374509312431e-8,4.1799306966842145e-8,8.568751108453876e-8
LessThanEqInteger/ExMemory 27/ExMemory 54,1.624487348960783e-6,1.5621154432298634e-6,1.8315929659454725e-6,3.428402223083945e-7,1.1585267895507205e-7,6.900737323549127e-7
LessThanEqInteger/ExMemory 27/ExMemory 108,1.4974415026952877e-6,1.4804542339744504e-6,1.5366476742296634e-6,8.202211319843417e-8,5.0003293965712605e-8,1.2663792424482356e-7
LessThanEqInteger/ExMemory 27/ExMemory 216,1.4753844061151817e-6,1.4666684552084356e-6,1.4853918356825393e-6,2.918882350104802e-8,2.1907325151500098e-8,4.056737954952458e-8
LessThanEqInteger/ExMemory 27/ExMemory 432,1.475240084399666e-6,1.4667046362217e-6,1.485645027046476e-6,3.044156683916548e-8,1.9546613104969956e-8,4.287151038254834e-8
LessThanEqInteger/ExMemory 27/ExMemory 865,1.4990232093833798e-6,1.4777063081546882e-6,1.5238213383606211e-6,7.892298543492393e-8,5.686200603049957e-8,1.0883396409397937e-7
LessThanEqInteger/ExMemory 27/ExMemory 1731,1.4738365348723416e-6,1.4661735113004496e-6,1.4878806798611455e-6,3.206033633051913e-8,2.260843040236204e-8,4.774723179397821e-8
LessThanEqInteger/ExMemory 54/ExMemory 0,1.5012174170053358e-6,1.4802840573378778e-6,1.537206169975661e-6,9.116248057602282e-8,6.355330199906502e-8,1.2321693742748958e-7
LessThanEqInteger/ExMemory 54/ExMemory 0,1.4845257919708222e-6,1.4755658017935553e-6,1.4983671544144104e-6,4.106566796541869e-8,2.626632366854999e-8,5.704639974670146e-8
LessThanEqInteger/ExMemory 54/ExMemory 0,1.5473655282248588e-6,1.4872638991880226e-6,1.8092603862596796e-6,3.5131677405870213e-7,7.863060783118966e-8,7.888355216615615e-7
LessThanEqInteger/ExMemory 54/ExMemory 0,1.5356120745874073e-6,1.475657418715154e-6,1.7352719451909453e-6,3.5148306501696117e-7,4.1932872109167665e-8,7.435389390034797e-7
LessThanEqInteger/ExMemory 54/ExMemory 0,1.492194702006292e-6,1.479574019434148e-6,1.5114891218704107e-6,5.2829410018165245e-8,3.400855553323528e-8,7.392177509802781e-8
LessThanEqInteger/ExMemory 54/ExMemory 1,1.4887078310056543e-6,1.4725034658248645e-6,1.5192418858496448e-6,7.285665562762414e-8,2.6262458369564493e-8,1.1277546822579813e-7
LessThanEqInteger/ExMemory 54/ExMemory 3,1.5479042286005107e-6,1.4888812110186747e-6,1.8082785891768197e-6,3.5627780089670997e-7,5.972354261244129e-8,8.059582585413854e-7
LessThanEqInteger/ExMemory 54/ExMemory 6,1.4969028037044967e-6,1.4805493461643578e-6,1.5480506678926448e-6,8.601549719972569e-8,4.337635172771406e-8,1.455639682835395e-7
LessThanEqInteger/ExMemory 54/ExMemory 13,1.4829330251056384e-6,1.470102091270518e-6,1.5139094108186079e-6,6.134633583314163e-8,2.7557105128560606e-8,1.1080073712462134e-7
LessThanEqInteger/ExMemory 54/ExMemory 27,1.4874443259840978e-6,1.4763136121130433e-6,1.5081952986893598e-6,4.961634074918413e-8,2.4866025261036887e-8,8.896540853922376e-8
LessThanEqInteger/ExMemory 54/ExMemory 54,1.5292938034209199e-6,1.520392933063659e-6,1.5452234074731096e-6,3.961710840904489e-8,2.8306018142355406e-8,6.433989698078503e-8
LessThanEqInteger/ExMemory 54/ExMemory 108,1.4825693154601277e-6,1.4689544773882634e-6,1.5046296627701314e-6,6.114411090951875e-8,3.3582322090534494e-8,1.0007068470804236e-7
LessThanEqInteger/ExMemory 54/ExMemory 216,1.488893662381444e-6,1.4760461108971543e-6,1.5087324338133724e-6,5.132645018465244e-8,3.317772725277843e-8,7.902933266556551e-8
LessThanEqInteger/ExMemory 54/ExMemory 432,1.5252208898913024e-6,1.499372034407188e-6,1.5604873325430416e-6,1.05448909804598e-7,8.130552558453042e-8,1.3727686487599004e-7
LessThanEqInteger/ExMemory 54/ExMemory 865,1.5552620490589006e-6,1.5013659531648885e-6,1.7915813917992735e-6,3.1071178087079704e-7,9.037512957601544e-8,6.893755527997108e-7
